delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount
DEL_01358,ORD_01358,DRV_0296,1.98,33.0,58.0,22.29
DEL_01359,ORD_01359,DRV_0366,3.09,39.0,71.2,11.21
DEL_01360,ORD_01360,DRV_0487,1.98,18.0,68.6,11.36
DEL_01361,ORD_01361,DRV_0369,4.74,10.0,44.6,23.3
DEL_01362,ORD_01362,DRV_0299,2.19,25.0,46.9,32.97
DEL_01363,ORD_01363,DRV_0225,4.98,16.0,53.8,12.11
DEL_01364,ORD_01364,DRV_0328,2.41,29.0,57.6,17.42
DEL_01365,ORD_01365,DRV_0397,4.62,25.0,79.7,36.24
DEL_01366,ORD_01366,DRV_0090,9.85,11.0,61.4,16.28
DEL_01367,ORD_01367,DRV_0440,5.33,21.0,68.9,24.8
DEL_01368,ORD_01368,DRV_0017,1.01,12.0,36.7,28.42
DEL_01369,ORD_01369,DRV_0088,2.0,31.0,61.7,26.19
DEL_01370,ORD_01370,DRV_0024,1.24,30.0,61.1,9.97
DEL_01371,ORD_01371,DRV_0332,1.44,26.0,49.7,40.58
DEL_01372,ORD_01372,DRV_0223,7.45,19.0,73.8,18.92
DEL_01373,ORD_01373,DRV_0058,3.59,23.0,59.8,28.06
DEL_01374,ORD_01374,DRV_0464,3.82,33.0,56.0,40.77
DEL_01375,ORD_01375,DRV_0490,7.51,32.0,94.9,27.48
DEL_01376,ORD_01376,DRV_0189,2.19,6.0,23.1,22.94
DEL_01377,ORD_01377,DRV_0464,4.7,26.0,71.1,9.87
DEL_01378,ORD_01378,DRV_0222,6.24,39.0,87.6,14.1
DEL_01379,ORD_01379,DRV_0412,3.33,24.0,56.4,34.09
DEL_01380,ORD_01380,DRV_0451,10.75,33.0,82.9,26.14
DEL_01381,ORD_01381,DRV_0353,3.47,33.0,69.4,21.76
DEL_01382,ORD_01382,DRV_0051,1.8,27.0,51.2,15.6
DEL_01383,ORD_01383,DRV_0088,2.36,34.0,70.2,15.64
DEL_01384,ORD_01384,DRV_0222,4.46,24.0,43.7,13.56
DEL_01385,ORD_01385,DRV_0488,6.35,23.0,77.0,25.59
DEL_01386,ORD_01386,DRV_0496,1.93,16.0,37.4,17.7
DEL_01387,ORD_01387,DRV_0348,8.62,29.0,96.1,32.24
DEL_01388,ORD_01388,DRV_0367,1.84,12.0,35.6,7.32
DEL_01389,ORD_01389,DRV_0167,9.42,9.0,72.1,44.66
DEL_01390,ORD_01390,DRV_0194,2.53,16.0,36.2,26.37
DEL_01391,ORD_01391,DRV_0461,0.5,16.0,37.4,15.02
DEL_01392,ORD_01392,DRV_0101,5.87,11.0,72.0,24.15
DEL_01393,ORD_01393,DRV_0202,0.78,23.0,46.4,15.47
DEL_01394,ORD_01394,DRV_0424,20.0,25.0,105.6,27.53
DEL_01395,ORD_01395,DRV_0013,4.39,27.0,62.9,20.79
DEL_01396,ORD_01396,DRV_0147,1.5,40.0,48.6,27.74
DEL_01397,ORD_01397,DRV_0262,3.21,28.0,52.8,16.61
DEL_01398,ORD_01398,DRV_0146,1.35,12.0,22.0,16.67
DEL_01399,ORD_01399,DRV_0488,5.64,23.0,56.9,22.81
DEL_01400,ORD_01400,DRV_0009,1.0,34.0,58.8,25.89
DEL_01401,ORD_01401,DRV_0081,0.82,14.0,38.8,11.38
DEL_01402,ORD_01402,DRV_0068,10.81,22.0,88.5,28.95
DEL_01403,ORD_01403,DRV_0310,1.91,40.0,57.8,38.29
DEL_01404,ORD_01404,DRV_0126,4.81,28.0,58.1,49.66
DEL_01405,ORD_01405,DRV_0050,3.5,18.0,63.1,50.42
DEL_01406,ORD_01406,DRV_0070,2.8,22.0,38.8,33.39
DEL_01407,ORD_01407,DRV_0139,2.93,33.0,68.5,18.31
DEL_01408,ORD_01408,DRV_0439,6.37,21.0,61.4,25.82
DEL_01409,ORD_01409,DRV_0374,3.69,31.0,66.5,13.93
DEL_01410,ORD_01410,DRV_0170,1.65,14.0,38.3,30.85
DEL_01411,ORD_01411,DRV_0090,1.52,33.0,59.8,53.13
DEL_01412,ORD_01412,DRV_0139,8.7,12.0,87.1,25.87
DEL_01413,ORD_01413,DRV_0072,6.61,25.0,81.1,25.86
DEL_01414,ORD_01414,DRV_0245,10.63,33.0,112.2,29.56
DEL_01415,ORD_01415,DRV_0067,6.7,22.0,68.6,21.45
DEL_01416,ORD_01416,DRV_0130,1.9,26.0,42.2,30.73
DEL_01417,ORD_01417,DRV_0210,3.38,20.0,31.3,14.39
DEL_01418,ORD_01418,DRV_0194,8.81,22.0,77.9,12.48
DEL_01419,ORD_01419,DRV_0026,1.66,12.0,49.7,65.39
DEL_01420,ORD_01420,DRV_0332,1.07,40.0,69.6,16.73
DEL_01421,ORD_01421,DRV_0293,11.2,26.0,85.3,21.39
DEL_01422,ORD_01422,DRV_0218,10.86,24.0,80.2,30.88
DEL_01423,ORD_01423,DRV_0036,9.13,11.0,91.2,17.65
DEL_01424,ORD_01424,DRV_0016,8.69,22.0,90.6,24.77
DEL_01425,ORD_01425,DRV_0078,7.3,17.0,76.8,4.91
DEL_01426,ORD_01426,DRV_0322,9.24,12.0,83.3,54.81
DEL_01427,ORD_01427,DRV_0021,2.1,13.0,39.7,10.57
DEL_01428,ORD_01428,DRV_0135,3.28,20.0,64.3,23.65
DEL_01429,ORD_01429,DRV_0245,2.7,14.0,47.3,16.95
DEL_01430,ORD_01430,DRV_0395,5.37,13.0,63.7,18.56
DEL_01431,ORD_01431,DRV_0184,1.05,25.0,35.6,33.83
DEL_01432,ORD_01432,DRV_0172,9.23,20.0,76.6,42.06
DEL_01433,ORD_01433,DRV_0054,1.1,16.0,51.7,29.29
DEL_01434,ORD_01434,DRV_0093,7.35,32.0,74.3,15.54
DEL_01435,ORD_01435,DRV_0441,2.52,37.0,68.9,17.4
DEL_01436,ORD_01436,DRV_0314,5.28,17.0,60.8,20.35
DEL_01437,ORD_01437,DRV_0293,4.61,15.0,77.1,32.15
DEL_01438,ORD_01438,DRV_0376,0.7,39.0,54.1,18.18
DEL_01439,ORD_01439,DRV_0176,4.74,34.0,72.5,18.89
DEL_01440,ORD_01440,DRV_0190,1.83,25.0,53.6,23.12
DEL_01441,ORD_01441,DRV_0246,0.73,16.0,18.8,32.55
DEL_01442,ORD_01442,DRV_0295,4.3,14.0,67.7,55.71
DEL_01443,ORD_01443,DRV_0476,0.94,28.0,36.5,17.27
DEL_01444,ORD_01444,DRV_0192,10.77,36.0,88.2,33.73
DEL_01445,ORD_01445,DRV_0104,1.85,34.0,49.9,21.7
DEL_01446,ORD_01446,DRV_0068,4.5,16.0,57.9,20.36
DEL_01447,ORD_01447,DRV_0324,4.12,26.0,71.9,46.35
DEL_01448,ORD_01448,DRV_0155,7.41,23.0,65.8,11.69
DEL_01449,ORD_01449,DRV_0454,2.43,30.0,59.1,25.86
DEL_01450,ORD_01450,DRV_0226,2.68,34.0,59.3,29.75
DEL_01451,ORD_01451,DRV_0233,4.18,24.0,66.8,5.69
DEL_01452,ORD_01452,DRV_0104,1.95,20.0,58.7,12.51
DEL_01453,ORD_01453,DRV_0466,2.8,18.0,34.4,39.53
DEL_01454,ORD_01454,DRV_0316,2.12,20.0,47.6,24.02
DEL_01455,ORD_01455,DRV_0428,4.9,25.0,49.7,72.16
DEL_01456,ORD_01456,DRV_0240,6.39,27.0,73.4,43.72
DEL_01457,ORD_01457,DRV_0414,7.97,38.0,105.2,15.26
DEL_01458,ORD_01458,DRV_0481,7.62,31.0,59.9,37.21
DEL_01459,ORD_01459,DRV_0442,5.44,31.0,84.5,18.94
DEL_01460,ORD_01460,DRV_0212,5.39,36.0,66.6,19.85
DEL_01461,ORD_01461,DRV_0126,5.3,26.0,63.7,15.35
DEL_01462,ORD_01462,DRV_0123,3.75,19.0,63.7,43.05
DEL_01463,ORD_01463,DRV_0036,1.57,17.0,51.0,26.14
DEL_01464,ORD_01464,DRV_0238,9.49,26.0,76.9,10.04
DEL_01465,ORD_01465,DRV_0242,5.28,19.0,58.2,22.49
DEL_01466,ORD_01466,DRV_0133,6.53,22.0,57.4,30.57
DEL_01467,ORD_01467,DRV_0380,2.62,21.0,65.8,18.04
DEL_01468,ORD_01468,DRV_0227,13.45,27.0,97.0,26.35
DEL_01469,ORD_01469,DRV_0403,8.7,20.0,53.3,36.54
DEL_01470,ORD_01470,DRV_0396,2.96,12.0,51.8,25.64
DEL_01471,ORD_01471,DRV_0090,2.49,24.0,42.0,48.99
DEL_01472,ORD_01472,DRV_0255,6.47,16.0,62.2,25.63
DEL_01473,ORD_01473,DRV_0444,3.73,15.0,62.3,16.23
DEL_01474,ORD_01474,DRV_0083,4.86,10.0,41.3,21.31
DEL_01475,ORD_01475,DRV_0500,9.15,12.0,72.3,23.74
DEL_01476,ORD_01476,DRV_0139,4.79,23.0,78.2,14.18
DEL_01477,ORD_01477,DRV_0309,3.58,25.0,61.3,28.74
DEL_01478,ORD_01478,DRV_0020,5.46,40.0,93.7,54.68
DEL_01479,ORD_01479,DRV_0329,1.15,31.0,45.4,29.2
DEL_01480,ORD_01480,DRV_0084,4.64,33.0,79.3,51.95
DEL_01481,ORD_01481,DRV_0027,1.33,19.0,41.3,35.97
DEL_01482,ORD_01482,DRV_0058,6.12,32.0,56.9,31.46
DEL_01483,ORD_01483,DRV_0379,0.5,21.0,38.8,44.27
DEL_01484,ORD_01484,DRV_0389,3.71,17.0,42.1,37.72
DEL_01485,ORD_01485,DRV_0330,10.6,20.0,79.5,7.32
DEL_01486,ORD_01486,DRV_0393,8.28,37.0,69.6,28.4
DEL_01487,ORD_01487,DRV_0217,4.82,20.0,59.4,22.34
DEL_01488,ORD_01488,DRV_0333,11.23,7.0,71.5,14.98
DEL_01489,ORD_01489,DRV_0381,2.83,38.0,71.4,6.56
DEL_01490,ORD_01490,DRV_0125,1.88,18.0,55.0,24.83
DEL_01491,ORD_01491,DRV_0288,3.5,34.0,69.2,15.32
DEL_01492,ORD_01492,DRV_0200,3.46,13.0,54.3,38.22
DEL_01493,ORD_01493,DRV_0438,3.63,15.0,60.6,16.17
DEL_01494,ORD_01494,DRV_0429,4.23,36.0,70.4,45.9
DEL_01495,ORD_01495,DRV_0283,0.97,35.0,64.9,50.27
DEL_01496,ORD_01496,DRV_0214,2.31,21.0,39.3,21.04
DEL_01497,ORD_01497,DRV_0156,2.81,31.0,56.4,53.98
DEL_01498,ORD_01498,DRV_0018,11.08,11.0,80.8,38.52
DEL_01499,ORD_01499,DRV_0343,2.78,38.0,53.4,13.49
DEL_01500,ORD_01500,DRV_0105,2.98,22.0,48.2,24.03
DEL_01501,ORD_01501,DRV_0159,6.34,22.0,55.5,19.74
DEL_01502,ORD_01502,DRV_0041,3.53,28.0,50.8,24.03
DEL_01503,ORD_01503,DRV_0290,12.87,5.0,82.2,25.07
DEL_01504,ORD_01504,DRV_0007,6.73,35.0,86.1,11.46
DEL_01505,ORD_01505,DRV_0005,6.09,18.0,57.4,23.01
DEL_01506,ORD_01506,DRV_0021,1.11,16.0,45.0,28.98
DEL_01507,ORD_01507,DRV_0134,4.99,18.0,53.0,14.84
DEL_01508,ORD_01508,DRV_0429,4.45,19.0,63.2,31.58
DEL_01509,ORD_01509,DRV_0120,7.57,21.0,74.3,26.84
DEL_01510,ORD_01510,DRV_0242,6.19,22.0,86.5,18.05
DEL_01511,ORD_01511,DRV_0419,5.56,28.0,60.6,24.99
DEL_01512,ORD_01512,DRV_0106,5.16,29.0,81.8,22.64
DEL_01513,ORD_01513,DRV_0343,2.79,17.0,41.9,23.61
DEL_01514,ORD_01514,DRV_0131,1.89,33.0,60.4,40.7
DEL_01515,ORD_01515,DRV_0417,5.28,34.0,54.9,6.74
DEL_01516,ORD_01516,DRV_0038,1.97,18.0,54.1,17.99
DEL_01517,ORD_01517,DRV_0087,4.21,15.0,53.1,28.56
DEL_01518,ORD_01518,DRV_0336,9.93,22.0,67.5,34.38
DEL_01519,ORD_01519,DRV_0473,11.17,22.0,80.8,12.73
DEL_01520,ORD_01520,DRV_0113,3.52,34.0,61.1,29.3
DEL_01521,ORD_01521,DRV_0251,7.98,16.0,85.0,10.24
DEL_01522,ORD_01522,DRV_0400,4.16,36.0,72.6,31.47
DEL_01523,ORD_01523,DRV_0345,1.89,10.0,29.2,49.81
DEL_01524,ORD_01524,DRV_0362,4.2,35.0,92.4,5.7
DEL_01525,ORD_01525,DRV_0071,15.71,32.0,117.1,19.9
DEL_01526,ORD_01526,DRV_0264,5.93,34.0,86.4,58.98
DEL_01527,ORD_01527,DRV_0387,2.19,26.0,57.9,22.14
DEL_01528,ORD_01528,DRV_0069,5.23,9.0,49.9,24.85
DEL_01529,ORD_01529,DRV_0384,6.91,13.0,80.8,39.03
DEL_01530,ORD_01530,DRV_0255,7.92,25.0,76.5,11.56
DEL_01531,ORD_01531,DRV_0275,3.48,22.0,63.6,19.23
DEL_01532,ORD_01532,DRV_0391,11.35,25.0,99.6,33.24
DEL_01533,ORD_01533,DRV_0498,3.87,20.0,50.4,11.56
DEL_01534,ORD_01534,DRV_0086,5.27,41.0,70.1,16.41
DEL_01535,ORD_01535,DRV_0218,1.15,23.0,61.2,36.74
DEL_01536,ORD_01536,DRV_0050,9.42,22.0,76.9,31.15
DEL_01537,ORD_01537,DRV_0473,1.61,31.0,61.4,23.68
DEL_01538,ORD_01538,DRV_0134,6.59,17.0,54.6,4.87
DEL_01539,ORD_01539,DRV_0389,2.98,41.0,58.1,25.43
DEL_01540,ORD_01540,DRV_0230,1.62,29.0,58.0,21.21
DEL_01541,ORD_01541,DRV_0061,3.12,33.0,53.5,25.66
DEL_01542,ORD_01542,DRV_0252,1.1,25.0,31.1,20.26
DEL_01543,ORD_01543,DRV_0230,2.5,21.0,47.8,34.03
DEL_01544,ORD_01544,DRV_0470,2.71,34.0,61.3,21.42
DEL_01545,ORD_01545,DRV_0351,1.68,27.0,45.1,63.81
DEL_01546,ORD_01546,DRV_0058,5.09,35.0,57.7,19.06
DEL_01547,ORD_01547,DRV_0406,4.02,18.0,65.3,22.83
DEL_01548,ORD_01548,DRV_0185,5.07,16.0,58.0,24.32
DEL_01549,ORD_01549,DRV_0203,2.78,23.0,43.5,92.26
DEL_01550,ORD_01550,DRV_0032,3.58,33.0,74.2,23.54
DEL_01551,ORD_01551,DRV_0145,1.53,7.0,21.5,22.34
DEL_01552,ORD_01552,DRV_0442,2.59,25.0,67.0,50.14
DEL_01553,ORD_01553,DRV_0169,1.61,36.0,50.6,28.99
DEL_01554,ORD_01554,DRV_0022,3.29,16.0,43.5,20.33
DEL_01555,ORD_01555,DRV_0336,2.59,31.0,56.7,23.87
DEL_01556,ORD_01556,DRV_0298,6.59,17.0,63.3,68.09
DEL_01557,ORD_01557,DRV_0079,6.97,18.0,79.3,28.94
DEL_01558,ORD_01558,DRV_0136,4.69,30.0,73.1,53.29
DEL_01559,ORD_01559,DRV_0302,6.84,18.0,50.1,45.51
DEL_01560,ORD_01560,DRV_0176,4.97,19.0,54.9,16.73
DEL_01561,ORD_01561,DRV_0371,2.86,20.0,57.8,24.7
DEL_01562,ORD_01562,DRV_0387,4.39,18.0,74.3,16.82
DEL_01563,ORD_01563,DRV_0077,10.23,21.0,75.4,27.04
DEL_01564,ORD_01564,DRV_0030,7.6,41.0,107.5,125.62
DEL_01565,ORD_01565,DRV_0284,4.22,18.0,66.6,32.05
DEL_01566,ORD_01566,DRV_0329,1.08,24.0,46.2,26.4
DEL_01567,ORD_01567,DRV_0460,12.28,26.0,84.7,19.89
DEL_01568,ORD_01568,DRV_0153,3.76,34.0,66.7,30.64
DEL_01569,ORD_01569,DRV_0421,8.24,35.0,78.0,42.43
DEL_01570,ORD_01570,DRV_0213,4.12,33.0,48.7,26.08
DEL_01571,ORD_01571,DRV_0179,0.86,11.0,36.5,36.31
DEL_01572,ORD_01572,DRV_0295,9.0,31.0,76.0,20.55
DEL_01573,ORD_01573,DRV_0487,5.06,17.0,71.3,32.14
DEL_01574,ORD_01574,DRV_0083,1.17,30.0,39.8,22.7
DEL_01575,ORD_01575,DRV_0200,3.49,30.0,62.0,16.49
DEL_01576,ORD_01576,DRV_0486,5.1,35.0,67.2,26.87
DEL_01577,ORD_01577,DRV_0323,4.72,27.0,52.6,37.48
DEL_01578,ORD_01578,DRV_0470,7.6,32.0,85.1,34.55
DEL_01579,ORD_01579,DRV_0129,5.06,37.0,69.9,53.74
DEL_01580,ORD_01580,DRV_0294,4.29,24.0,46.6,43.31
DEL_01581,ORD_01581,DRV_0436,1.83,16.0,50.5,61.2
DEL_01582,ORD_01582,DRV_0191,11.56,30.0,84.3,65.78
DEL_01583,ORD_01583,DRV_0052,3.4,20.0,34.2,20.45
DEL_01584,ORD_01584,DRV_0083,2.73,30.0,58.3,17.97
DEL_01585,ORD_01585,DRV_0341,2.0,20.0,49.5,23.37
DEL_01586,ORD_01586,DRV_0188,2.51,24.0,35.1,17.86
DEL_01587,ORD_01587,DRV_0013,7.21,24.0,62.5,27.36
DEL_01588,ORD_01588,DRV_0219,1.4,28.0,61.2,28.49
DEL_01589,ORD_01589,DRV_0017,3.15,18.0,46.4,22.66
DEL_01590,ORD_01590,DRV_0242,0.84,14.0,33.6,31.45
DEL_01591,ORD_01591,DRV_0340,2.3,31.0,55.7,13.02
DEL_01592,ORD_01592,DRV_0158,2.67,22.0,45.9,40.69
DEL_01593,ORD_01593,DRV_0166,2.48,20.0,44.6,14.86
DEL_01594,ORD_01594,DRV_0139,1.99,40.0,82.4,33.13
DEL_01595,ORD_01595,DRV_0411,9.62,28.0,78.5,42.8
DEL_01596,ORD_01596,DRV_0294,2.68,16.0,54.1,15.07
DEL_01597,ORD_01597,DRV_0028,7.0,30.0,81.6,29.61
DEL_01598,ORD_01598,DRV_0410,2.94,24.0,67.8,11.71
DEL_01599,ORD_01599,DRV_0359,1.62,39.0,63.1,23.74
DEL_01600,ORD_01600,DRV_0161,6.29,32.0,84.7,24.1
DEL_01601,ORD_01601,DRV_0416,8.12,18.0,63.9,25.44
DEL_01602,ORD_01602,DRV_0182,1.6,11.0,39.8,14.26
DEL_01603,ORD_01603,DRV_0409,5.88,29.0,67.8,22.34
DEL_01604,ORD_01604,DRV_0280,3.4,28.0,66.3,41.48
DEL_01605,ORD_01605,DRV_0424,12.68,20.0,80.9,29.47
DEL_01606,ORD_01606,DRV_0155,7.7,9.0,62.2,37.24
DEL_01607,ORD_01607,DRV_0302,10.41,32.0,94.7,48.85
DEL_01608,ORD_01608,DRV_0214,2.98,34.0,46.8,46.56
DEL_01609,ORD_01609,DRV_0340,10.81,33.0,97.3,44.25
DEL_01610,ORD_01610,DRV_0353,6.72,27.0,78.1,38.79
DEL_01611,ORD_01611,DRV_0069,4.63,22.0,57.7,21.38
DEL_01612,ORD_01612,DRV_0477,6.29,21.0,79.7,16.87
DEL_01613,ORD_01613,DRV_0325,1.97,40.0,71.2,21.0
DEL_01614,ORD_01614,DRV_0494,4.66,28.0,61.0,4.2
DEL_01615,ORD_01615,DRV_0295,3.38,35.0,52.6,12.77
DEL_01616,ORD_01616,DRV_0209,8.2,31.0,93.6,25.62
DEL_01617,ORD_01617,DRV_0157,0.64,14.0,33.5,56.18
DEL_01618,ORD_01618,DRV_0075,4.58,26.0,65.8,26.84
DEL_01619,ORD_01619,DRV_0342,3.09,17.0,54.0,8.74
DEL_01620,ORD_01620,DRV_0287,11.43,36.0,108.3,7.57
DEL_01621,ORD_01621,DRV_0231,3.74,32.0,68.2,12.89
DEL_01622,ORD_01622,DRV_0065,3.48,24.0,50.8,25.17
DEL_01623,ORD_01623,DRV_0271,4.62,14.0,42.8,39.95
DEL_01624,ORD_01624,DRV_0083,6.4,28.0,95.1,22.35
DEL_01625,ORD_01625,DRV_0074,1.02,10.0,29.4,17.01
DEL_01626,ORD_01626,DRV_0265,1.51,28.0,64.7,17.81
DEL_01627,ORD_01627,DRV_0269,11.46,37.0,99.4,50.39
DEL_01628,ORD_01628,DRV_0376,4.76,15.0,63.2,22.07
DEL_01629,ORD_01629,DRV_0301,16.55,34.0,125.6,24.76
DEL_01630,ORD_01630,DRV_0090,2.16,33.0,66.3,33.1
DEL_01631,ORD_01631,DRV_0390,5.91,39.0,80.9,11.83
DEL_01632,ORD_01632,DRV_0360,4.82,29.0,56.3,26.42
DEL_01633,ORD_01633,DRV_0300,9.5,27.0,72.1,25.26
DEL_01634,ORD_01634,DRV_0002,1.28,33.0,81.1,36.86
DEL_01635,ORD_01635,DRV_0413,11.51,35.0,84.8,11.51
DEL_01636,ORD_01636,DRV_0176,4.51,31.0,75.5,39.1
DEL_01637,ORD_01637,DRV_0125,3.96,28.0,56.8,23.75
DEL_01638,ORD_01638,DRV_0268,5.84,20.0,63.3,21.27
DEL_01639,ORD_01639,DRV_0215,3.83,17.0,59.6,22.82
DEL_01640,ORD_01640,DRV_0370,4.61,20.0,50.2,11.25
DEL_01641,ORD_01641,DRV_0067,8.71,27.0,85.4,26.64
DEL_01642,ORD_01642,DRV_0178,1.96,36.0,60.6,25.05
DEL_01643,ORD_01643,DRV_0267,5.71,28.0,66.1,37.72
DEL_01644,ORD_01644,DRV_0005,5.84,19.0,73.2,49.71
DEL_01645,ORD_01645,DRV_0301,11.9,22.0,84.7,18.79
DEL_01646,ORD_01646,DRV_0202,3.3,27.0,58.4,23.18
DEL_01647,ORD_01647,DRV_0117,0.5,30.0,27.3,8.21
DEL_01648,ORD_01648,DRV_0431,2.96,32.0,66.6,30.24
DEL_01649,ORD_01649,DRV_0390,2.42,21.0,49.9,11.62
DEL_01650,ORD_01650,DRV_0336,10.62,13.0,83.2,16.04
DEL_01651,ORD_01651,DRV_0479,0.5,24.0,37.4,17.1
DEL_01652,ORD_01652,DRV_0471,7.92,24.0,53.8,16.13
DEL_01653,ORD_01653,DRV_0350,5.3,19.0,69.9,25.55
DEL_01654,ORD_01654,DRV_0232,1.56,21.0,70.4,48.08
DEL_01655,ORD_01655,DRV_0084,5.51,24.0,85.5,24.86
DEL_01656,ORD_01656,DRV_0089,0.88,31.0,52.1,29.36
DEL_01657,ORD_01657,DRV_0227,6.6,24.0,78.3,27.15
DEL_01658,ORD_01658,DRV_0453,3.88,25.0,61.6,33.79
DEL_01659,ORD_01659,DRV_0447,0.58,28.0,43.2,10.57
DEL_01660,ORD_01660,DRV_0111,1.45,33.0,46.5,13.44
DEL_01661,ORD_01661,DRV_0323,6.74,40.0,64.1,22.21
DEL_01662,ORD_01662,DRV_0431,12.24,10.0,96.2,18.34
DEL_01663,ORD_01663,DRV_0418,12.46,35.0,102.1,12.32
DEL_01664,ORD_01664,DRV_0012,8.14,40.0,102.3,51.66
DEL_01665,ORD_01665,DRV_0027,1.15,15.0,38.7,6.22
DEL_01666,ORD_01666,DRV_0453,8.97,19.0,76.3,9.27
DEL_01667,ORD_01667,DRV_0105,13.42,21.0,88.7,27.88
DEL_01668,ORD_01668,DRV_0086,10.55,18.0,86.2,52.3
DEL_01669,ORD_01669,DRV_0452,5.32,24.0,63.8,18.66
DEL_01670,ORD_01670,DRV_0373,1.77,35.0,65.6,54.64
DEL_01671,ORD_01671,DRV_0156,8.69,17.0,61.0,21.46
DEL_01672,ORD_01672,DRV_0199,4.11,18.0,55.2,28.05
DEL_01673,ORD_01673,DRV_0496,4.08,33.0,62.4,19.3
DEL_01674,ORD_01674,DRV_0429,4.27,30.0,61.9,16.37
DEL_01675,ORD_01675,DRV_0482,4.31,24.0,72.0,35.86
DEL_01676,ORD_01676,DRV_0386,1.65,14.0,41.8,10.23
DEL_01677,ORD_01677,DRV_0137,3.28,13.0,35.8,24.78
DEL_01678,ORD_01678,DRV_0463,11.49,29.0,83.6,43.37
DEL_01679,ORD_01679,DRV_0031,4.22,10.0,59.3,17.23
DEL_01680,ORD_01680,DRV_0164,3.13,26.0,61.8,20.13
DEL_01681,ORD_01681,DRV_0113,2.15,18.0,46.0,8.96
DEL_01682,ORD_01682,DRV_0361,2.07,16.0,30.5,47.93
DEL_01683,ORD_01683,DRV_0271,6.76,32.0,98.8,21.18
DEL_01684,ORD_01684,DRV_0353,5.22,27.0,46.8,51.36
DEL_01685,ORD_01685,DRV_0446,4.86,26.0,65.3,23.92
DEL_01686,ORD_01686,DRV_0287,6.61,21.0,55.8,27.75
DEL_01687,ORD_01687,DRV_0411,7.95,16.0,59.3,37.19
DEL_01688,ORD_01688,DRV_0258,4.41,31.0,69.5,44.94
DEL_01689,ORD_01689,DRV_0201,7.25,30.0,75.8,22.47
DEL_01690,ORD_01690,DRV_0299,2.68,31.0,29.1,33.14
DEL_01691,ORD_01691,DRV_0371,8.69,21.0,90.7,43.06
DEL_01692,ORD_01692,DRV_0379,3.76,28.0,60.0,23.83
DEL_01693,ORD_01693,DRV_0001,12.38,29.0,90.0,31.11
DEL_01694,ORD_01694,DRV_0211,4.13,38.0,62.9,122.87
DEL_01695,ORD_01695,DRV_0265,1.81,35.0,74.9,16.8
DEL_01696,ORD_01696,DRV_0188,5.26,21.0,47.7,27.73
DEL_01697,ORD_01697,DRV_0386,3.95,15.0,64.5,56.2
DEL_01698,ORD_01698,DRV_0357,1.45,34.0,52.9,12.0
DEL_01699,ORD_01699,DRV_0241,12.75,36.0,105.3,19.16
DEL_01700,ORD_01700,DRV_0442,3.81,19.0,58.7,24.89
DEL_01701,ORD_01701,DRV_0193,1.43,18.0,48.2,24.96
DEL_01702,ORD_01702,DRV_0110,3.9,33.0,49.6,15.01
DEL_01703,ORD_01703,DRV_0396,2.73,36.0,42.8,75.06
DEL_01704,ORD_01704,DRV_0439,3.06,26.0,63.8,33.27
DEL_01705,ORD_01705,DRV_0474,5.61,37.0,61.2,26.82
DEL_01706,ORD_01706,DRV_0394,2.42,37.0,62.8,45.9
DEL_01707,ORD_01707,DRV_0499,7.9,20.0,63.7,20.47
DEL_01708,ORD_01708,DRV_0111,2.67,14.0,55.8,7.75
DEL_01709,ORD_01709,DRV_0065,2.07,16.0,52.9,27.93
DEL_01710,ORD_01710,DRV_0065,4.63,16.0,41.1,15.56
DEL_01711,ORD_01711,DRV_0317,1.11,33.0,66.4,21.87
DEL_01712,ORD_01712,DRV_0235,3.9,33.0,69.8,46.49
DEL_01713,ORD_01713,DRV_0095,3.53,17.0,34.3,42.22
DEL_01714,ORD_01714,DRV_0459,3.25,17.0,43.6,27.17
DEL_01715,ORD_01715,DRV_0197,1.68,25.0,42.2,26.48
DEL_01716,ORD_01716,DRV_0291,2.42,29.0,54.3,41.22
DEL_01717,ORD_01717,DRV_0395,7.95,19.0,89.8,34.41
DEL_01718,ORD_01718,DRV_0196,2.08,27.0,52.4,39.5
DEL_01719,ORD_01719,DRV_0038,8.91,28.0,111.0,24.05
DEL_01720,ORD_01720,DRV_0370,6.93,16.0,68.6,20.32
DEL_01721,ORD_01721,DRV_0039,3.58,26.0,73.0,25.04
DEL_01722,ORD_01722,DRV_0149,9.06,28.0,65.8,15.1
DEL_01723,ORD_01723,DRV_0376,5.78,33.0,77.9,20.55
DEL_01724,ORD_01724,DRV_0164,3.68,17.0,47.1,13.72
DEL_01725,ORD_01725,DRV_0366,2.25,35.0,60.1,22.1
DEL_01726,ORD_01726,DRV_0220,4.07,17.0,58.1,29.03
DEL_01727,ORD_01727,DRV_0456,10.91,29.0,81.5,22.3
DEL_01728,ORD_01728,DRV_0276,4.03,37.0,87.1,27.76
DEL_01729,ORD_01729,DRV_0043,12.63,24.0,111.1,20.43
DEL_01730,ORD_01730,DRV_0238,3.02,24.0,62.7,13.22
DEL_01731,ORD_01731,DRV_0405,7.52,15.0,66.3,50.25
DEL_01732,ORD_01732,DRV_0163,10.8,14.0,84.1,27.44
DEL_01733,ORD_01733,DRV_0320,3.38,13.0,50.2,10.7
DEL_01734,ORD_01734,DRV_0107,2.27,32.0,54.7,19.55
